,node.id,node.name,node.tagline,node.createdAt,node.votesCount
295,404187,Chat with D.B. Cooper,The mysterious hijacker who the FBI have been after,2023-07-12T07:01:00Z,51
296,404108,EOSI Finance,A web3 AI powered prop firm platform,2023-07-12T07:01:00Z,51
297,404262,getclear,Expert advice on demand,2023-07-12T08:47:40Z,50
298,404172,Market Mapper,Technical indicator analysis and alert system for traders,2023-07-12T10:13:20Z,48
299,404203,Among Water,"Sail, meditate and relax with a cat fisherman",2023-07-12T07:47:39Z,50
300,404126,Catalogue Flow Manager,Generate product descriptions with AI,2023-07-12T07:01:00Z,46
301,404117,Rafflexchange,"Raffle platform for events, fundraisers and promotions",2023-07-12T07:01:00Z,48
302,404105,DemandSage,Demand AI imagery,2023-07-12T07:01:00Z,45
303,404252,RankRaven,SERP tracking for AI models,2023-07-12T07:49:31Z,44
304,404100,Next3 Offload - V3.0.10,Offload WordPress media to optimize WordPress website speed,2023-07-12T07:10:10Z,45
305,404259,BounceGuard,Email list validation and verification,2023-07-12T08:46:45Z,47
306,404341,Aidchat,24*7 customer support with AI chat,2023-07-12T16:26:35Z,14
307,403944,Cycle 2.0,"Manage product feedback from Slack, weirdly fast",2023-07-11T07:03:52Z,1118
308,400615,Opus Clip AI,Turn a long video into viral shorts in 1 click,2023-07-11T07:30:48Z,762
309,396303,PhantomBuster,"Your leads in one place, supercharged by GPT",2023-07-11T07:32:25Z,735
310,403922,Fijit,The ultimate arcade of hypercasual meme games,2023-07-11T07:31:15Z,784
311,404028,Coframe,Let your website optimize itself with generative A/B testing,2023-07-11T07:01:00Z,583
312,400772,Shopify NFT App,Create and sell NFTs directly from your Shopify store,2023-07-11T09:01:00Z,524
313,401829,DayZero V2,Blueprint engine converting your thoughts to reality,2023-07-11T07:01:00Z,299
314,403113,VC Sandbox,Raise 10X faster with the ultimate Notion VC guide,2023-07-11T07:07:54Z,284
315,403983,Alltum,Project management built around your inbox,2023-07-11T07:01:00Z,417
316,403710,Netmaker,Connect everything with a WireGuard® VPN,2023-07-11T07:05:09Z,276
317,403959,Ecommerce Field Guide by Mason,A practical step-by-step guide to build a winning brand,2023-07-11T07:35:51Z,246
318,403773,Hirevire,Automated video screenings to improve your hiring process,2023-07-11T07:33:18Z,238
319,403301,Swimm AI (Beta),The smartest way to document code,2023-07-11T07:13:45Z,284
320,403839,ILLA Drive,CDN that provides faster & better global content delivery,2023-07-11T07:22:59Z,193
321,402857,404 Error Hound,Hunt down & fix website errors with AI power,2023-07-11T07:31:39Z,183
322,403282,Wisely,AI assistant to help you shop wisely on Amazon,2023-07-11T07:01:00Z,165
323,403949,Drawify 3.0,Translate info into compelling and easy-to-remember visuals,2023-07-11T07:01:00Z,149
324,401908,Visla | Video & Screen Recording,Record and share effortlessly and spark your creativity,2023-07-11T07:04:25Z,144
325,404111,Iris,Your AI Talent Scout,2023-07-11T11:35:12Z,114
326,403070,AI Collective,Smart frontend for ChatGPT & other AIs,2023-07-11T07:34:09Z,122
327,404049,Comicify.ai,Transforming dull text into comic adventures,2023-07-11T07:30:32Z,105
328,402632,Tailwind Animations,Beautiful copy + paste Tailwind CSS animations in seconds,2023-07-11T07:28:53Z,101
329,402908,People 3D Characters,Cute collection of 135 different humans for UI projects,2023-07-11T07:01:00Z,100
330,402354,Wrapify,Revolutionizing slide decks & automating reporting,2023-07-11T07:01:00Z,102
331,403993,Logic Workout,The most efficient workout in the world,2023-07-11T07:01:00Z,83
332,403990,Mindstamp,Create interactive videos in seconds,2023-07-11T07:01:00Z,78
333,402351,Bookworm,Track what you read,2023-07-11T07:22:36Z,75
334,403900,Swiper Studio,No-code swiper builder,2023-07-11T07:17:30Z,77
335,403994,GREMI,One-click AI powered SEO campaigns,2023-07-11T07:01:00Z,75
336,402503,HeroML,"Write AI workflow apps & tools, 4000+ free prompt libraries",2023-07-11T07:33:43Z,71
337,404003,Mersei,Easily train an AI assistant with your knowledge base!,2023-07-11T07:01:00Z,69
338,403785,Aircrate.io,List your tool to the public,2023-07-11T07:30:00Z,72
339,403955,Beamcast,Your AI assistant on any website,2023-07-11T07:04:51Z,66
340,403989,Hashsafe,A trustless & recoverable vault for all your crypto wallets ,2023-07-11T07:01:00Z,66
341,403814,Paul Graham GPT bot,A bot to navigate and search Paul Graham essays,2023-07-11T07:01:00Z,71
342,403936,Waitwize,The future of queue management and order notification,2023-07-11T07:01:00Z,64
343,404035,Unisim,Stay connected with mobile data wherever you go,2023-07-11T07:14:34Z,65
344,402820,RVNU Hive,Where businesses looking to grow meet freelance salespeople,2023-07-11T07:35:06Z,65
345,403997,LookUp 9.5,Learn a new word everyday,2023-07-11T07:01:00Z,63
346,403805,Ayfie Personal Assistant,"Upload you documents, ask questions and create new content",2023-07-11T07:21:20Z,60
347,403926,Common Sense,"A book of 100 practical, short lessons for founders",2023-07-11T07:10:11Z,64
348,403934,Eventch,Deliver what matters most to your clients responsibly,2023-07-11T07:06:03Z,79
349,403307,Worlds Beyond,A social creator platform & true sandbox style creator tools,2023-07-11T07:01:00Z,65
350,403487,Digest Club,The frontpage of teams knowledge,2023-07-11T07:28:28Z,60
351,403786,Plai.tv 2.0,Create public & private video playlists from any URL,2023-07-11T07:05:51Z,55
352,403907,SurpriseFlow,"Redirect one domain to another domain, with SSL enabled",2023-07-11T07:32:54Z,57
353,404020,Lifelog,Capture your life's journey,2023-07-11T07:16:54Z,56
354,403265,LangAI,Practice & unleash language fluency with ChatGPT technology,2023-07-11T07:30:07Z,50
355,403504,Designer :s Stock,Library of most usable design mockups & templates,2023-07-11T07:24:35Z,49
356,403777,MyMod.AI,Empower your stream with AI,2023-07-11T07:23:54Z,54
357,404039,Pomodoro Timer,Pomodoro timer for minimalists,2023-07-11T07:23:26Z,53
358,404023,TemplateManager365,Free and simple Outlook add-in for managing email templates,2023-07-11T07:16:23Z,51
359,404007,LocaleBadger,"Speak like a local globally, automated translation on GitHub",2023-07-11T07:15:49Z,49
360,403323,trimmr.ai,Turn your long videos into shorts,2023-07-11T07:01:00Z,49
361,402065,FRONTLEAD,"Forms, funnels, analysis - including personal reply function",2023-07-11T07:29:32Z,46
362,403740,Storytailor,"Personalized children's storytelling, reimagined with AI",2023-07-11T07:13:00Z,44
363,402957,kahla,Integrated health app for women,2023-07-11T07:18:44Z,43
364,403798,VC_OS,A comprehensive roadmap to startup funding,2023-07-11T07:28:03Z,40
365,402931,Expen6,"Manage, track and split your expenses with ease",2023-07-11T07:25:23Z,40
366,403454,madduck Insights,Provides actionable insights for mobile subscription apps,2023-07-11T07:26:15Z,34
367,403986,Kybo,Document jobsite images quickly and easily,2023-07-11T07:22:12Z,35
368,403789,Candidquiz,Transforming hiring with LLMs,2023-07-11T07:20:35Z,33
369,404179,Threads Hunt,Find the tribe on threads. Curate your feeds. ,2023-07-11T19:43:58Z,6
